X,Y,Z
-73.787689,5.136467,101.50
-73.763238,5.168627,65.23
-73.794759,5.165282,56.77
-73.764790,5.148210,72.60
-73.775955,5.167547,79.19
-73.780265,5.171695,60.64
-73.763394,5.164302,62.77
-73.788096,5.166324,130.66
-73.792819,5.148282,89.52
-73.790119,5.150083,106.74
-73.770572,5.153442,77.66
-73.761399,5.155158,94.57
-73.761363,5.139830,109.36
-73.788754,5.142645,9.58
-73.782255,5.172186,80.97
-73.771022,5.164894,114.45
-73.773976,5.155131,95.22
-73.792780,5.161694,102.85
-73.767808,5.146544,54.19
-73.790215,5.146366,60.93
-73.780790,5.139868,76.88
-73.774628,5.139673,99.05
-73.768040,5.162032,84.53
-73.792854,5.136695,108.64
-73.766431,5.139667,74.78
-73.782787,5.146209,85.71
-73.789736,5.148728,26.32
-73.791737,5.146935,52.06
-73.794381,5.152639,75.61
-73.776861,5.138706,27.36
-73.777357,5.143117,78.13
-73.791458,5.162478,85.08
-73.792923,5.171610,102.42
-73.779390,5.162051,56.66
-73.769928,5.140905,106.42
-73.761353,5.150807,88.71
-73.777625,5.145792,55.65
-73.795723,5.166368,124.53
-73.788136,5.168707,39.59
-73.779560,5.148369,74.60
-73.778893,5.148694,47.62
-73.762715,5.155047,82.04
-73.786293,5.144192,65.32
-73.790951,5.154733,76.03
-73.770289,5.154131,68.99
-73.775709,5.144478,122.56
-73.785028,5.153345,41.34
-73.772419,5.166984,88.84
-73.770414,5.139518,129.54
-73.785682,5.140781,79.45
-73.774992,5.151709,82.80
-73.796346,5.172050,76.37
-73.783724,5.142952,47.52
-73.782014,5.164745,97.16
-73.768917,5.169598,108.56
-73.784810,5.142787,99.78
-73.788758,5.167934,90.25
-73.779327,5.167065,42.70
-73.784901,5.146485,68.95
-73.794525,5.137599,148.80
-73.790644,5.159583,117.93
-73.762396,5.153956,76.46
-73.786256,5.148446,96.53
-73.771628,5.147307,59.07
-73.767483,5.155075,73.41
-73.778336,5.170687,98.61
-73.788789,5.137434,108.53
-73.778174,5.157780,109.50
-73.790053,5.143538,79.27
-73.767205,5.158205,46.61
-73.789280,5.136906,86.94
-73.766685,5.150952,27.23
-73.773092,5.171932,91.15
-73.777062,5.170798,141.74
-73.773972,5.168410,64.88
-73.771036,5.146210,81.87
-73.763606,5.168178,65.68
-73.774117,5.168405,74.79
-73.771928,5.141459,104.72
-73.763485,5.141373,96.15
-73.785183,5.160734,100.77
-73.776797,5.150366,35.63
-73.782538,5.150518,78.08
-73.783136,5.155505,160.10
-73.780324,5.168501,100.38
-73.774866,5.159999,108.39
-73.765012,5.165617,43.26
-73.775461,5.138443,52.20
-73.773611,5.161744,98.00
-73.786953,5.158677,96.87
-73.785178,5.166514,77.52
-73.789550,5.162602,99.27
-73.774151,5.166339,117.86
-73.771165,5.156489,43.56
-73.766557,5.143981,58.72
-73.765071,5.161364,67.17
-73.774471,5.164239,98.28
-73.796215,5.143791,3.56
-73.781323,5.145086,115.98
-73.771636,5.139412,65.61
-73.765223,5.155096,78.82
-73.773236,5.160784,34.79
-73.770979,5.151388,86.01
-73.779367,5.141405,52.67
-73.796686,5.138398,132.96
-73.777075,5.139879,73.67
-73.789829,5.161571,106.99
-73.774375,5.161224,83.38
-73.781550,5.159676,131.83
-73.770311,5.165250,92.25
-73.796965,5.138986,81.63
-73.765485,5.160656,25.21
-73.787917,5.167574,88.22
-73.794721,5.151899,119.18
-73.762819,5.167959,111.26
-73.778863,5.149007,97.52
-73.794840,5.136406,41.67
-73.766393,5.141404,66.78
-73.785893,5.143398,135.13
-73.787486,5.146106,52.77
-73.772297,5.147501,102.16
-73.790916,5.158221,72.61
-73.781466,5.155824,77.22
-73.795942,5.159771,120.60
-73.780101,5.166848,45.17
-73.789590,5.157326,47.93
-73.762491,5.145130,86.56
-73.789115,5.164621,69.87
-73.771171,5.169631,60.80
-73.784998,5.168283,102.70
-73.779795,5.141676,102.63
-73.790320,5.161752,93.69
-73.771140,5.171718,62.27
-73.774131,5.146267,91.51
-73.773451,5.166843,76.67
-73.788694,5.168237,73.14
-73.772676,5.162097,83.50
-73.786644,5.162180,80.40
-73.786832,5.170093,61.41
-73.762124,5.143427,65.08
-73.766017,5.160974,121.01
-73.790987,5.158823,83.71
-73.785998,5.166562,77.14
-73.768504,5.154946,102.96
-73.764688,5.143710,110.39
-73.770405,5.155075,49.97
-73.776113,5.164359,101.16
-73.786195,5.164092,130.01
-73.785721,5.169919,46.25
-73.778252,5.151929,96.25
-73.763233,5.157049,48.61
-73.767110,5.136962,32.89
-73.774691,5.151173,32.91
-73.790465,5.169427,44.10
-73.768059,5.142875,53.94
-73.777264,5.168988,86.77
-73.795871,5.150500,93.62
-73.764477,5.157381,56.68
-73.774854,5.168450,43.14
-73.772722,5.137127,81.75
-73.770262,5.140971,91.29
-73.771500,5.160575,118.27
-73.766661,5.169855,109.87
-73.793843,5.157561,94.03
-73.781119,5.139531,118.76
-73.781206,5.155776,75.33
-73.765445,5.155841,84.15
-73.778701,5.150313,114.72
-73.789052,5.149834,84.19
-73.777841,5.144354,56.32
-73.789207,5.154826,33.24
-73.793155,5.170570,52.39
-73.792914,5.142632,58.01
-73.778856,5.137498,27.96
-73.774364,5.152846,50.87
-73.761408,5.137750,58.00
-73.794708,5.151546,63.60
-73.769219,5.159667,44.44
-73.766319,5.153388,96.99
-73.789627,5.137390,143.98
-73.763004,5.147384,76.67
-73.793138,5.156523,96.87
-73.794403,5.166340,49.44
-73.776678,5.167680,117.68
-73.784846,5.137104,57.01
-73.793731,5.150786,91.16
-73.788071,5.161706,73.67
-73.767585,5.170031,57.51
-73.768531,5.161467,97.03
-73.770531,5.147593,94.67
-73.793515,5.165478,104.91
-73.782385,5.167201,114.42
-73.782449,5.139308,83.54
-73.768444,5.170160,41.22
-73.781095,5.170917,49.50
-73.770896,5.170358,97.74
-73.763303,5.146657,87.46
-73.777576,5.153446,52.30
-73.770008,5.160586,73.51
-73.787877,5.166268,85.71
-73.792668,5.149613,79.77
-73.776259,5.150880,63.66
-73.778899,5.168129,100.31
-73.764448,5.151987,53.36
-73.778760,5.137062,45.32
-73.767564,5.148408,82.29
-73.768091,5.167823,96.83
-73.788150,5.136905,11.24
-73.788567,5.168503,53.65
-73.791025,5.139087,77.55
-73.774825,5.159268,147.35
-73.782464,5.144480,111.63
-73.768936,5.140470,64.72
-73.788318,5.153519,96.51
-73.794217,5.137478,78.97
-73.788611,5.165614,89.58
-73.793488,5.145100,77.39
-73.788676,5.166161,68.23
-73.776935,5.136786,114.42
-73.763290,5.156510,12.65
-73.768411,5.152469,62.25
-73.767587,5.151493,87.85
-73.792778,5.168037,32.85
-73.789187,5.141358,48.33
-73.765657,5.169136,93.63
-73.779519,5.141004,27.51
-73.771907,5.165114,120.20
-73.771188,5.158684,72.89
-73.792634,5.163862,76.84
-73.773073,5.140083,67.73
-73.781911,5.147952,82.62
-73.782995,5.143683,123.14
-73.765437,5.167970,31.44
-73.774853,5.162057,82.76
-73.769383,5.149691,75.96
-73.773556,5.156239,93.41
-73.774007,5.142641,137.40
-73.780152,5.146024,45.33
-73.772447,5.145199,51.41
-73.771718,5.151354,59.08
-73.789818,5.169298,69.18
-73.794193,5.164649,78.34
-73.790489,5.157625,37.13
-73.772576,5.142979,83.21
-73.788058,5.146531,91.00
-73.780694,5.140407,31.52
-73.774035,5.167255,46.90
-73.795189,5.160854,69.23
-73.794990,5.169996,106.31
-73.770004,5.166074,125.18
-73.761860,5.150281,67.89
-73.775524,5.153929,78.77
-73.771786,5.162893,61.07
-73.796885,5.170440,88.42
-73.789214,5.169169,30.93
-73.777076,5.170219,93.40
-73.779950,5.152178,29.07
-73.782459,5.166890,53.33
-73.764281,5.159230,74.58
-73.767891,5.162087,25.81
-73.788376,5.169471,45.84
-73.779019,5.145543,69.65
-73.764898,5.148539,51.27
-73.768661,5.143581,110.19
-73.778045,5.152860,59.65
-73.771124,5.136409,61.10
-73.788462,5.166942,85.32
-73.771580,5.153844,-7.33
-73.764876,5.164165,104.34
-73.787506,5.139903,69.44
-73.773087,5.158647,85.80
-73.796794,5.152440,78.11
-73.776809,5.138921,51.29
-73.773613,5.149276,60.35
-73.791790,5.152783,39.19
-73.774521,5.147652,98.81
-73.767999,5.136647,42.08
-73.782028,5.166291,67.35
-73.776395,5.137825,66.36
-73.789572,5.160281,98.83
-73.790040,5.170910,69.57
-73.766430,5.167589,48.06
-73.787040,5.165991,92.34
-73.781427,5.150959,103.34
-73.778124,5.145586,26.72
-73.763857,5.143244,102.23
-73.764381,5.157725,82.89
-73.776103,5.141078,61.29
-73.761629,5.158009,56.80
-73.774902,5.153113,11.71
-73.766052,5.145262,78.16
-73.762230,5.155341,110.35
-73.782998,5.155676,106.27
-73.763406,5.144467,-1.29
-73.785216,5.171703,92.03
-73.795173,5.165151,127.32
-73.763204,5.157212,120.75
-73.776045,5.137278,51.42
-73.778324,5.168115,121.71
-73.791754,5.156857,122.51
-73.788432,5.158326,142.27
-73.791412,5.165144,97.71
-73.761995,5.168372,40.33
-73.762025,5.157795,127.34
-73.780682,5.149670,80.17
-73.787380,5.141031,83.17
-73.789310,5.136451,70.27
-73.779450,5.154076,54.60
-73.789120,5.168394,106.51
-73.778587,5.157828,58.46
-73.783741,5.156804,88.38
-73.762484,5.140194,103.20
-73.782297,5.155186,88.96
-73.791210,5.144218,39.05
-73.777148,5.139279,72.24
-73.793698,5.153250,38.97
-73.765293,5.145099,117.68
-73.766841,5.139875,18.77
-73.786100,5.164108,61.77
-73.790252,5.165431,37.65
-73.797062,5.171274,147.99
-73.779967,5.140569,28.77
-73.779298,5.146944,132.08
-73.781333,5.142950,63.57
-73.786050,5.144784,62.36
-73.767202,5.145796,60.71
-73.792266,5.164581,50.71
-73.768144,5.157406,122.72
-73.795141,5.160269,47.42
-73.793381,5.163252,104.08
-73.779413,5.171214,40.58
-73.781899,5.156872,86.55
-73.770095,5.172150,67.80
-73.763813,5.165957,51.73
-73.764862,5.148711,84.17
-73.762329,5.163207,32.58
-73.776854,5.158419,116.18
-73.785663,5.137278,87.96
-73.765414,5.172164,61.45
-73.794055,5.141294,114.80
-73.775203,5.145987,80.96
-73.788642,5.140966,60.63
-73.787320,5.140225,24.53
-73.766935,5.149603,65.47
-73.782456,5.166419,73.34
-73.763273,5.159667,85.81
-73.763480,5.154233,90.32
-73.774165,5.158010,123.37
-73.766725,5.170197,62.22
-73.768219,5.156768,25.26
-73.779029,5.171141,105.80
-73.794039,5.145557,140.59
-73.795861,5.156029,108.99
-73.768223,5.138777,78.08
-73.791524,5.169419,114.91
-73.768566,5.147673,85.60
-73.766276,5.163393,88.27
-73.792818,5.168704,26.86
-73.786070,5.168995,46.21
-73.791420,5.163797,35.00
-73.763391,5.150387,93.47
-73.794107,5.153753,41.26
-73.785846,5.171398,70.75
-73.780142,5.147366,92.54
-73.765581,5.162127,144.55
-73.797120,5.160145,17.41
-73.772109,5.159012,66.34
-73.790472,5.155659,155.08
-73.791574,5.137424,51.09
-73.766442,5.170429,40.10
-73.772650,5.141146,105.90
-73.768618,5.157902,47.30
-73.772245,5.136703,112.42
-73.786636,5.150196,43.24
-73.779495,5.138605,70.77
-73.774110,5.144139,121.54
-73.774289,5.139433,92.77
-73.785914,5.145383,64.02
-73.780174,5.149718,30.52
-73.770688,5.154031,71.14
-73.773048,5.152078,66.97
-73.776562,5.153487,83.69
-73.783723,5.150239,114.71
-73.783960,5.146205,94.30
-73.764290,5.144468,110.33
-73.767985,5.167347,57.46
-73.778503,5.164109,53.36
-73.787932,5.160075,116.76
-73.766666,5.164948,78.81
-73.768648,5.154394,145.81
-73.794893,5.168248,97.92
-73.789588,5.143006,101.21
-73.794077,5.163706,159.27
-73.792023,5.141146,85.54
-73.781753,5.159057,119.74
-73.786394,5.163263,22.24
-73.764830,5.162591,65.21
-73.796986,5.139357,47.42
-73.787672,5.153739,114.94
-73.776826,5.148550,84.73
-73.771918,5.171278,112.89
-73.788466,5.171213,38.09
-73.788268,5.156932,106.16
-73.775637,5.136349,75.94
-73.775423,5.159788,105.70
-73.781424,5.149887,91.83
-73.789946,5.147448,79.30
-73.764225,5.165679,38.19
-73.793673,5.148241,87.51
-73.771617,5.160727,67.30
-73.779672,5.152739,87.04
-73.790126,5.141990,97.59
-73.769375,5.159791,151.37
-73.774887,5.143517,88.98
-73.769626,5.155875,68.18
-73.771088,5.166693,73.32
-73.769013,5.158926,76.35
-73.779151,5.172022,33.32
-73.788721,5.148545,111.83
-73.795322,5.157333,38.90
-73.764188,5.147567,79.57
-73.788243,5.153442,56.74
-73.779197,5.165590,56.37
-73.763282,5.165563,89.17
-73.779807,5.149666,70.21
-73.773388,5.166423,110.03
-73.768083,5.165345,56.51
-73.765744,5.170355,93.78
-73.777267,5.148463,85.69
-73.778680,5.146977,94.77
-73.778332,5.144544,41.78
-73.795568,5.161208,109.18
-73.776460,5.145985,58.78
-73.766204,5.143342,54.44
-73.789830,5.144691,144.32
-73.774301,5.157471,46.96
-73.797011,5.152042,87.51
-73.764425,5.167971,97.35
-73.774158,5.162481,113.68
-73.771273,5.137409,114.78
-73.794993,5.170725,64.33
-73.764096,5.138451,120.56
-73.776573,5.154147,91.10
-73.791287,5.147139,39.07
-73.779264,5.145004,103.58
-73.787391,5.147866,61.61
-73.790916,5.154454,46.97
-73.792125,5.160602,99.68
-73.786966,5.160982,134.02
-73.790613,5.153325,91.26
-73.792003,5.143735,88.53
-73.770866,5.146909,31.73
-73.773452,5.139211,94.06
-73.769303,5.160613,57.57
-73.765912,5.138194,98.41
-73.780940,5.166217,50.69
-73.790293,5.136674,34.35
-73.769243,5.141379,120.83
-73.783639,5.167145,58.97
-73.783469,5.147152,107.07
-73.768507,5.159552,67.04
-73.777470,5.140157,69.74
-73.770586,5.168518,67.35
-73.766912,5.161798,50.08
-73.771043,5.150071,65.77
-73.778231,5.162239,75.43
-73.773416,5.145995,72.28
-73.772383,5.170317,30.08
-73.764970,5.168559,100.81
-73.783472,5.141724,81.89
-73.794528,5.162939,69.17
-73.771764,5.154565,79.94
-73.794723,5.169149,54.66
-73.793575,5.169985,100.36
-73.779202,5.161505,97.47
-73.765621,5.171019,13.66
-73.768568,5.155578,89.16
-73.765974,5.164884,58.87
-73.785512,5.149839,121.97
-73.778837,5.145330,80.58
-73.785757,5.171426,108.24
-73.762433,5.169667,64.57
-73.777847,5.171728,26.25
-73.788699,5.147418,64.28
-73.775162,5.140301,109.21
-73.790511,5.149902,86.88
-73.783133,5.156342,114.30
-73.767174,5.142292,91.58
-73.771659,5.145427,120.97
-73.783421,5.169740,114.49
-73.795024,5.169752,66.34
-73.784080,5.149410,120.02
-73.783211,5.148058,70.43
-73.773432,5.164179,56.21
-73.785989,5.166391,79.03
-73.772092,5.144735,63.44
-73.776206,5.146268,81.85
-73.771839,5.171822,113.96
-73.763728,5.147749,32.28
-73.768653,5.145568,30.48
-73.785802,5.144436,119.05
-73.793044,5.158348,105.53
-73.796586,5.143443,129.38
-73.761992,5.152227,123.78
-73.793669,5.146515,62.87
-73.790941,5.150317,26.21
-73.767497,5.136417,115.80
-73.790748,5.165830,89.17
-73.780840,5.147779,62.62
-73.779855,5.147701,73.09
-73.765433,5.140723,76.40
-73.784701,5.157293,84.92
-73.779905,5.137436,75.86
-73.790307,5.157205,112.52
-73.783506,5.170215,85.70
-73.763371,5.142850,91.15
-73.778299,5.161461,80.94
-73.764467,5.139460,93.70
-73.782382,5.169050,87.43
-73.770992,5.152572,75.81
-73.777130,5.151473,101.55
-73.763630,5.162201,80.67
-73.777753,5.137304,73.69
-73.762960,5.140239,126.03
-73.777396,5.140556,61.04
-73.793968,5.151709,114.17
-73.777457,5.169167,83.31
-73.772857,5.151292,95.86
-73.762197,5.159792,43.37
-73.771413,5.155899,141.38
-73.773467,5.146734,11.74
-73.794057,5.150536,77.02
-73.796622,5.148312,82.03
-73.787129,5.170752,89.47
-73.780321,5.153312,45.22
-73.764463,5.157268,98.85
-73.782326,5.170251,103.21
-73.787413,5.150341,90.41
-73.771372,5.139763,47.60
-73.766583,5.153193,108.07
-73.772941,5.153104,22.52
-73.782344,5.148057,76.50
-73.772611,5.152900,110.97
-73.792517,5.152853,98.48
-73.770884,5.162377,107.63
-73.776623,5.162924,120.63
-73.770266,5.151037,62.00
-73.789955,5.137323,40.69
-73.769588,5.153278,115.95
-73.788076,5.162072,123.47
-73.771862,5.137729,84.49
-73.782217,5.138389,70.22
-73.791074,5.147520,111.68
-73.787126,5.141431,36.39
-73.792845,5.163250,91.93
-73.771706,5.161692,92.71
-73.787676,5.148625,72.15
-73.788144,5.163104,101.17
-73.784785,5.146213,67.08
-73.765100,5.138597,110.54
-73.796182,5.160372,103.23
-73.789026,5.170564,117.23
-73.762081,5.170716,79.62
-73.782097,5.168672,88.22
-73.778374,5.145988,69.79
-73.772566,5.171950,71.19
-73.762013,5.169057,132.27
-73.789584,5.163894,96.84
-73.783156,5.148875,94.98
-73.795952,5.161721,73.98
-73.774156,5.157396,84.59
-73.791548,5.163339,101.50
-73.790880,5.145804,51.78
-73.770238,5.149137,4.29
-73.765571,5.138844,45.98
-73.777425,5.171773,48.42
-73.777218,5.139141,83.00
-73.767481,5.157179,96.48
-73.796408,5.137980,116.75
-73.794266,5.166348,52.76
-73.776810,5.171080,56.04
-73.764864,5.145750,71.97
-73.795873,5.139745,62.76
-73.768147,5.138548,50.38
-73.795227,5.148726,45.16
-73.779066,5.160470,67.44
-73.791232,5.165660,91.52
-73.772019,5.165361,49.81
-73.776668,5.150841,62.48
-73.764306,5.168719,66.49
-73.763756,5.161681,77.91
-73.790907,5.136402,78.62
-73.793541,5.164356,40.83
-73.766839,5.159659,90.30
-73.770666,5.163652,60.05
-73.767752,5.163653,84.11
-73.776457,5.142843,115.57
-73.791837,5.147714,4.68
-73.774703,5.150188,88.26
-73.784854,5.145747,98.18
-73.780778,5.149927,22.74
-73.796678,5.150011,124.39
-73.792152,5.150951,62.53
-73.779893,5.151289,68.90
-73.768849,5.150245,138.17
-73.789826,5.145085,62.64
-73.786962,5.168411,159.81
-73.780140,5.138451,68.42
-73.763624,5.169610,91.48
-73.795925,5.161845,100.99
-73.767599,5.159244,54.57
-73.793552,5.144970,36.60
-73.783111,5.146600,49.96
-73.776671,5.141585,50.00
-73.784753,5.146498,48.06
-73.778401,5.166649,45.25
-73.790030,5.144755,60.14
-73.765896,5.141521,63.56
-73.775271,5.169023,73.80
-73.765753,5.165524,76.06
-73.774817,5.142682,108.74
-73.792911,5.169402,117.11
-73.771243,5.158682,67.45
-73.796060,5.137776,105.40
-73.791407,5.150047,49.99
-73.773215,5.159965,78.97
-73.778477,5.167033,47.26
-73.789954,5.162409,66.97
-73.793505,5.164727,60.58
-73.776700,5.166897,59.88
-73.776740,5.141456,77.70
-73.796879,5.151685,126.28
-73.788610,5.152958,78.33
-73.774163,5.149105,44.16
-73.765386,5.157819,87.46
-73.774135,5.171725,97.70
-73.789891,5.170616,130.37
-73.796247,5.161772,97.55
-73.766487,5.141960,55.58
-73.773243,5.171727,29.90
-73.762385,5.169659,65.48
-73.766822,5.144753,80.19
-73.780342,5.160700,91.97
-73.779113,5.143623,60.73
-73.782751,5.160051,60.81
-73.781268,5.151484,61.72
-73.779922,5.141321,59.35
-73.788462,5.144016,66.23
-73.775308,5.171495,88.49
-73.795398,5.145167,67.83
-73.764947,5.166141,72.49
-73.769776,5.154239,86.38
-73.785400,5.169425,80.58
-73.776501,5.151313,95.64
-73.783962,5.163887,77.06
-73.786970,5.161578,45.14
-73.780830,5.140484,60.50
-73.787304,5.146303,50.21
-73.782668,5.163325,82.19
-73.790470,5.142354,94.41
-73.768691,5.167795,117.47
-73.768850,5.163817,99.20
-73.791383,5.165805,98.58
-73.789091,5.170585,88.96
-73.793741,5.170138,50.11
-73.793094,5.170366,80.30
-73.779301,5.165751,67.39
-73.767208,5.140268,91.57
-73.774337,5.152638,91.19
-73.777355,5.167313,144.67
-73.790157,5.156770,96.05
-73.778259,5.154879,82.37
-73.766310,5.150894,80.69
-73.788779,5.158021,84.25
-73.773247,5.157259,82.91
-73.791279,5.159091,74.88
-73.796665,5.163764,90.27
-73.791131,5.166718,106.17
-73.774249,5.157813,68.20
-73.782050,5.151550,114.15
-73.783423,5.157502,41.15
-73.795626,5.162318,71.05
-73.770186,5.153780,81.88
-73.792547,5.167477,88.32
-73.767896,5.158768,51.92
-73.768629,5.155828,58.89
-73.765176,5.166700,23.79
-73.780585,5.170199,98.63
-73.767550,5.169370,56.78
-73.763055,5.141090,136.42
-73.777054,5.158879,61.32
-73.781576,5.154532,54.14
-73.762091,5.167695,88.94
-73.777859,5.171163,49.47
-73.790455,5.150600,4.47
-73.780275,5.142505,74.54
-73.780733,5.171648,60.86
-73.790662,5.150450,113.98
-73.769197,5.139400,74.47
-73.766458,5.169197,124.90
-73.761963,5.153360,86.29
-73.785296,5.145092,86.16
-73.771112,5.161468,86.55
-73.767555,5.139642,62.10
-73.786717,5.166469,31.70
-73.775246,5.165860,90.44
-73.769146,5.139308,60.33
-73.782884,5.147433,96.38
-73.761149,5.136542,117.23
-73.784270,5.164919,69.11
-73.796767,5.152374,96.91
-73.771662,5.138528,79.97
-73.763502,5.153311,86.31
-73.776635,5.166602,23.99
-73.782852,5.161170,73.06
-73.795916,5.161189,76.09
-73.788141,5.151385,98.61
-73.767038,5.167574,80.00
-73.793203,5.169936,48.09
-73.778227,5.149292,65.26
-73.778121,5.163821,83.16
-73.785845,5.159641,15.49
-73.791318,5.171323,92.29
-73.788986,5.143719,85.88
-73.763620,5.155374,54.88
-73.781937,5.163034,108.36
-73.782448,5.161477,78.00
-73.785751,5.164410,56.32
-73.793203,5.139591,97.69
-73.787923,5.168193,81.07
-73.771862,5.141897,111.46
-73.771842,5.140573,79.03
-73.768109,5.138168,86.97
-73.793748,5.152987,94.45
-73.768037,5.150810,56.88
-73.792213,5.161281,53.62
-73.790451,5.163597,64.36
-73.789454,5.158080,89.46
-73.774618,5.144262,47.57
-73.762216,5.161165,76.29
-73.786147,5.165762,69.90
-73.783729,5.161814,86.88
-73.789688,5.159681,76.94
-73.769932,5.161619,97.81
-73.790124,5.147196,107.35
-73.794717,5.143538,67.80
-73.761662,5.154603,40.44
-73.780873,5.146671,70.77
-73.774571,5.157300,58.36
-73.795682,5.148657,101.51
-73.789770,5.138809,112.91
-73.773131,5.144209,93.39
-73.790898,5.148934,113.97
-73.767770,5.166960,36.02
-73.779075,5.166682,20.95
-73.764013,5.170741,63.04
-73.771272,5.167216,71.47
-73.785866,5.154993,60.33
-73.780970,5.143228,68.03
-73.767239,5.139808,102.37
-73.784903,5.142866,39.25
-73.794143,5.166357,30.76
-73.767797,5.166017,98.27
-73.781218,5.170597,55.58
-73.783565,5.168718,65.18
-73.790222,5.162708,56.81
-73.776894,5.158085,77.89
-73.787990,5.161781,60.36
-73.772864,5.142573,65.38
-73.789830,5.148206,88.76
-73.769111,5.170537,65.46
-73.794233,5.163398,61.92
-73.771534,5.143459,124.38
-73.769031,5.164867,78.87
-73.790242,5.145457,69.77
-73.767893,5.143097,60.68
-73.794532,5.162208,103.45
-73.767606,5.143675,84.38
-73.788210,5.153578,50.80
-73.769368,5.147740,107.78
-73.790267,5.153173,35.46
-73.773194,5.144087,94.61
-73.792492,5.160293,117.10
-73.780569,5.148028,31.27
-73.774069,5.141433,48.73
-73.794390,5.170896,98.68
-73.782064,5.141240,77.50
-73.767337,5.150054,52.74
-73.778742,5.152301,57.96
-73.778901,5.144047,71.54
-73.767010,5.167796,28.14
-73.796145,5.141332,80.81
-73.769230,5.161622,53.69
-73.781831,5.159405,102.04
-73.794500,5.160428,91.98
-73.786680,5.162538,66.17
-73.771312,5.160373,67.33
-73.782725,5.167149,93.10
-73.769038,5.146965,61.30
-73.776867,5.145356,37.82
-73.783806,5.153776,83.13
-73.771202,5.154252,117.54
-73.794602,5.143788,143.97
-73.765383,5.156949,126.71
-73.779696,5.172182,78.52
-73.781409,5.162230,43.16
-73.793006,5.140343,60.70
-73.785481,5.172130,136.99
-73.776195,5.164212,62.39
-73.776852,5.165156,118.84
-73.778055,5.152419,15.52
-73.790114,5.142892,85.26
-73.765363,5.144264,102.41
-73.791270,5.155014,62.41
-73.770053,5.162918,-3.58
-73.780184,5.145607,91.02
-73.769681,5.161547,26.53
-73.770062,5.161691,103.05
-73.764007,5.154821,101.46
-73.762065,5.165170,94.06
-73.764608,5.168251,62.63
-73.791803,5.152878,39.77
-73.766905,5.139746,44.53
-73.763723,5.140743,58.74
-73.790172,5.140024,50.32
-73.779276,5.148420,56.70
-73.777204,5.141532,97.28
-73.779600,5.164651,47.36
-73.763756,5.163256,57.27
-73.789217,5.152959,111.05
-73.774620,5.168073,62.78
-73.780114,5.148022,30.23
-73.779052,5.138180,83.65
-73.780142,5.154204,95.99
-73.763073,5.164323,75.05
-73.792129,5.151490,84.55
-73.776998,5.165035,101.69
-73.796011,5.146641,79.04
-73.769580,5.160748,65.49
-73.785402,5.137030,45.57
-73.765018,5.145634,45.53
-73.783524,5.139637,53.19
-73.778015,5.139647,88.72
-73.764818,5.166134,66.12
-73.788572,5.151672,36.23
-73.778107,5.154929,-9.23
-73.780003,5.151520,74.55
-73.771153,5.171140,98.12
-73.795180,5.160754,75.96
-73.791669,5.158153,57.48
-73.792701,5.141445,104.09
-73.762539,5.169708,71.97
-73.783554,5.148064,78.94
-73.786946,5.138136,56.75
-73.761984,5.162685,45.40
-73.790500,5.140384,130.90
-73.768490,5.142588,52.30
-73.765412,5.161706,97.84
-73.785514,5.144089,108.80
-73.783995,5.158355,40.85
-73.796998,5.161372,88.70
-73.787484,5.137654,100.92
-73.795370,5.156124,78.04
-73.789342,5.170854,121.12
-73.768890,5.139644,53.22
-73.777481,5.163525,33.57
-73.767639,5.140665,97.37
-73.776716,5.167570,133.00
-73.773999,5.145436,106.94
-73.782196,5.151813,102.99
-73.761490,5.169401,105.03
-73.773698,5.168290,39.68
-73.762110,5.144780,99.43
-73.762762,5.144262,117.68
-73.789518,5.158359,117.07
-73.771441,5.149012,79.95
-73.774032,5.140672,48.27
-73.780108,5.154925,121.11
-73.785481,5.160121,24.34
-73.795145,5.161452,70.00
-73.786941,5.151432,51.25
-73.793869,5.143802,111.36
-73.761584,5.149084,117.71
-73.788286,5.147698,76.22
-73.791518,5.141715,25.06
-73.776048,5.159355,100.53
-73.771814,5.144879,119.34
-73.783629,5.141429,66.92
-73.765981,5.170614,137.53
-73.788794,5.144513,76.02
-73.766096,5.147097,43.92
-73.771555,5.159792,13.40
-73.796647,5.141549,65.54
-73.778403,5.140974,74.80
-73.771856,5.152339,74.71
-73.796651,5.160725,62.50
-73.791080,5.159583,109.50
-73.765136,5.171326,152.65
-73.791928,5.161341,95.64
-73.775566,5.166854,75.78
-73.790822,5.136988,23.66
-73.788800,5.150948,113.07
-73.769836,5.150583,68.07
-73.772884,5.141603,94.48
-73.764588,5.169509,99.16
-73.782212,5.171269,53.43
-73.786049,5.161383,87.48
-73.764194,5.149528,42.74
-73.789517,5.155497,64.78
-73.773593,5.140271,8.48
-73.767878,5.169674,97.04
-73.782038,5.146588,106.72
-73.785756,5.165811,41.14
-73.789715,5.137250,67.49
-73.770279,5.156135,47.51
-73.782774,5.153746,88.97
-73.772436,5.150369,74.51
-73.767636,5.158157,55.95
-73.793469,5.139727,59.78
-73.785836,5.137951,60.80
-73.791807,5.166319,154.28
-73.778537,5.165999,64.25
-73.792074,5.159717,27.45
-73.775923,5.150493,52.81
-73.789084,5.163416,136.49
-73.765678,5.138009,79.23
-73.796774,5.171676,124.53
-73.774130,5.144664,171.68
-73.783339,5.159324,87.13
-73.791636,5.154888,180.56
-73.783342,5.143483,73.39
-73.785937,5.165114,86.81
